industry,origin_city,dest_tier,shipments_per_day,avg_weight,avg_distance_km,pct_same_day,pct_4hr,peak_window,on_time_importance,current_provider,cur_delivery_time_hr,cur_cost_aed,fuel_cost,driver_wage,vehicle_type,maint_cost_per_km,delay_rate_pct,delay_reason,delay_churn_pct,csat_current,nps_current,repeat_rate,complaint_count,complaint_category,faster_rev_impact,sales_uplift_pct,premium_wtp,cost_vs_speed,switch_likelihood,avg_stops,return_pickups_pct,traffic_level,cold_chain_pct,cust_time_pref,speed_rankings,price_rankings,switch_reason,adoption_drivers,churn_threshold,target_cost_per_km,fuel_sensitivity_pct,desired_cost_redux,roi_months,primary_kpi
electronics,Dubai,Tier-1 urban,48.0,2.8,15.08,21.8,43.26,6–10 am,1,Traditional 3PL,24.0,84.9,3.16,27.28,Van,1.24,19.47,Traffic,30.8,2,-12,7.26,1,Late delivery,No,19.37,7.84,Both equal,1,4,88,Heavy,96,Morning,"[4, 5, 3, 1, 2]","[3, 5, 1, 2, 4]",Reliability,Real-time tracking,5 misses,1.82,26.31,5.88,10,CO₂ emissions
e-commerce,Abu Dhabi,Rural,42.43,11.61,8.39,6.41,24.22,6–10 am,3,Traditional 3PL,6.12,84.39,4.21,14.38,Bike,1.48,15.38,Traffic,12.49,4,5,35.46,1,High cost,No,60.54,3.82,Cost over speed,2,8,89,Moderate,22,Evening,"[3, 2, 1, 5, 4]","[5, 1, 4, 3, 2]",Cost,"AI ETA accuracy, COD handling",3 misses,5.0,21.57,3.34,11,CSAT
other,Sharjah,Tier-2 suburban,66.67,0.2,16.18,27.81,30.8,10 am–2 pm,5,Traditional 3PL,9.61,16.29,3.67,17.37,Van,1.6,24.8,Traffic,17.49,5,8,49.25,0,Poor support,No,45.96,11.2,Both equal,3,3,27,Heavy,85,Evening,"[3, 2, 1, 5, 4]","[5, 4, 2, 3, 1]",Speed,"AI ETA accuracy, COD handling",5 misses,1.66,27.26,30.24,10,On-time %
electronics,Abu Dhabi,Tier-1 urban,63.98,3.07,14.12,19.08,27.4,10 am–2 pm,3,In-house,4.59,36.44,3.19,15.23,Van,5.0,16.9,Driver shortage,11.42,2,-59,8.46,2,Late delivery,No,15.4,1.11,Speed over cost,1,8,42,Light,40,Evening,"[2, 1, 5, 3, 4]","[5, 2, 1, 3, 4]",Service,AI ETA accuracy,After 1 miss,1.69,20.47,36.63,6,CSAT
pharma,Sharjah,Tier-2 suburban,57.63,0.73,24.14,23.44,22.52,10 am–2 pm,4,In-house,4.79,52.6,6.0,24.26,Van,1.82,10.02,Wrong routing,13.65,10,71,15.53,1,Damaged goods,Yes,24.83,9.76,Speed over cost,3,9,40,Moderate,5,Afternoon,"[1, 5, 3, 2, 4]","[5, 4, 3, 1, 2]",Speed,"CO₂ reporting, COD handling, 24/7 support",3 misses,0.76,38.88,17.33,3,Delivery time
e-commerce,Dubai,Tier-2 suburban,29.61,1.17,8.48,16.8,66.23,10 am–2 pm,3,In-house,10.75,69.85,2.93,15.5,Truck,1.55,34.87,Traffic,17.43,10,28,3.61,0,Late delivery,Yes,69.35,9.57,Cost over speed,2,2,52,Moderate,73,Morning,"[5, 3, 4, 1, 2]","[1, 3, 5, 4, 2]",Cost,"Real-time tracking, COD handling, AI ETA accuracy",5 misses,1.63,33.83,52.53,6,Cost per delivery
fashion,Sharjah,Tier-1 urban,91.23,4.89,61.28,30.13,14.96,6–10 pm,4,In-house,19.59,100.0,3.33,21.39,Truck,0.98,50.53,Vehicle breakdown,27.76,3,7,15.21,0,Poor support,Yes,9.34,5.02,Both equal,1,1,73,Moderate,75,Afternoon,"[4, 5, 3, 2, 1]","[1, 5, 3, 4, 2]",Tech features,"24/7 support, AI ETA accuracy",After 1 miss,1.83,64.03,39.43,2,CSAT
electronics,Dubai,Tier-2 suburban,21.64,2.74,7.96,4.64,35.85,2–6 pm,4,Traditional 3PL,3.82,14.59,3.14,14.78,Truck,1.0,17.09,Vehicle breakdown,31.55,10,7,49.24,1,Poor support,Yes,15.99,5.09,Cost over speed,5,9,40,Light,35,Evening,"[1, 5, 3, 2, 4]","[3, 5, 4, 1, 2]",Speed,"COD handling, 24/7 support, Real-time tracking",Would stay,4.37,27.98,20.79,6,Delivery time
groceries,Sharjah,Rural,52.87,5.55,14.08,43.87,28.85,6–10 pm,5,Competitor B,8.54,37.73,3.21,19.44,Bike,1.6,14.09,Wrong routing,7.18,6,-8,55.65,2,High cost,No,38.94,7.24,Both equal,4,5,20,Light,85,Anytime,"[2, 1, 3, 4, 5]","[5, 2, 3, 4, 1]",Speed,"24/7 support, Real-time tracking",After 1 miss,1.62,27.62,52.42,5,Cost per delivery
fashion,Dubai,Tier-2 suburban,21.9,4.94,17.04,18.08,21.74,10 am–2 pm,3,Traditional 3PL,7.16,28.9,3.1,20.31,Truck,1.52,34.39,Traffic,42.54,7,45,39.82,1,High cost,Yes,6.77,4.5,Cost over speed,3,1,7,Heavy,0,Afternoon,"[1, 2, 3, 4, 5]","[2, 4, 1, 5, 3]",Speed,AI ETA accuracy,5 misses,1.55,45.56,18.79,7,Delivery time
fashion,Sharjah,Tier-2 suburban,50.32,0.2,14.54,23.04,15.04,6–10 am,5,Competitor B,4.82,24.16,2.72,18.43,Van,1.8,19.75,Wrong routing,20.31,4,-97,21.66,1,Damaged goods,Yes,12.41,3.99,Both equal,1,3,78,Moderate,90,Morning,"[2, 4, 5, 3, 1]","[1, 4, 2, 3, 5]",Speed,"CO₂ reporting, 24/7 support, Real-time tracking",3 misses,2.84,66.88,23.21,6,Cost per delivery
e-commerce,Dubai,Tier-1 urban,46.64,0.2,22.18,22.21,2.81,6–10 pm,1,Competitor A,6.79,26.59,3.32,22.3,Van,5.0,28.52,Vehicle breakdown,36.1,10,-70,18.24,1,Late delivery,Yes,36.12,5.61,Both equal,4,6,71,Moderate,50,Morning,"[4, 5, 1, 2, 3]","[1, 2, 4, 3, 5]",Reliability,CO₂ reporting,3 misses,1.38,23.54,53.28,7,Delivery time
pharma,Abu Dhabi,Tier-1 urban,28.43,16.29,13.33,27.39,32.76,6–10 am,3,Traditional 3PL,2.13,15.42,4.28,10.3,Truck,1.49,49.57,Traffic,12.44,6,-85,5.54,1,Poor support,No,18.62,4.06,Speed over cost,5,4,74,Heavy,58,Evening,"[4, 5, 1, 3, 2]","[5, 1, 2, 3, 4]",Speed,"CO₂ reporting, Real-time tracking",3 misses,2.72,15.86,11.26,6,Cost per delivery
e-commerce,Sharjah,Tier-1 urban,1.0,0.2,59.6,44.23,27.01,2–6 pm,5,Traditional 3PL,3.31,20.73,3.91,22.29,Truck,3.52,8.0,Driver shortage,22.58,8,47,55.61,1,Late delivery,No,43.38,13.03,Both equal,4,3,16,Moderate,48,Afternoon,"[4, 1, 5, 3, 2]","[3, 4, 2, 5, 1]",Speed,CO₂ reporting,Would stay,5.0,49.65,42.59,11,Delivery time
electronics,Dubai,Tier-2 suburban,78.52,1.33,14.31,7.58,9.91,6–10 am,3,Competitor A,4.51,27.77,2.9,24.49,Van,0.75,39.38,Driver shortage,36.81,6,33,50.03,0,Late delivery,Yes,58.87,10.85,Both equal,2,6,59,Heavy,85,Evening,"[5, 4, 3, 2, 1]","[1, 4, 5, 2, 3]",Speed,"AI ETA accuracy, 24/7 support, CO₂ reporting",5 misses,0.7,19.73,24.28,10,CSAT
e-commerce,Sharjah,Tier-1 urban,67.19,4.1,9.67,19.96,3.83,2–6 pm,1,Competitor B,6.46,10.5,3.37,16.86,Van,1.08,27.94,Vehicle breakdown,61.19,8,70,20.71,0,Late delivery,No,17.61,1.6,Both equal,1,3,17,Moderate,90,Morning,"[5, 1, 4, 3, 2]","[1, 5, 2, 3, 4]",Speed,AI ETA accuracy,3 misses,3.37,52.66,27.25,1,On-time %
groceries,Sharjah,Tier-1 urban,64.78,5.74,25.03,70.46,34.34,6–10 pm,5,Competitor A,4.68,35.87,2.6,21.48,Van,1.41,66.67,Traffic,23.67,9,-85,45.94,2,Late delivery,Yes,6.45,20.0,Cost over speed,1,4,99,Heavy,43,Morning,"[1, 5, 2, 3, 4]","[5, 1, 3, 4, 2]",Tech features,"COD handling, Real-time tracking, AI ETA accuracy",3 misses,2.76,15.16,17.08,1,Cost per delivery
fashion,Abu Dhabi,Rural,5.89,3.27,26.27,5.78,31.86,10 am–2 pm,1,Competitor B,3.73,82.67,2.75,26.09,Van,2.22,47.13,Traffic,28.06,8,95,23.73,1,Late delivery,Yes,20.11,7.97,Both equal,4,3,22,Moderate,52,Anytime,"[2, 5, 4, 3, 1]","[5, 1, 3, 4, 2]",Speed,"AI ETA accuracy, CO₂ reporting, 24/7 support",After 1 miss,2.06,12.92,28.53,3,Delivery time
fashion,Dubai,Tier-2 suburban,54.87,6.43,16.56,32.51,32.23,10 am–2 pm,2,Traditional 3PL,3.74,21.03,2.84,23.38,Truck,2.57,38.43,Traffic,62.84,10,-56,29.19,2,High cost,Yes,33.49,0.0,Both equal,5,8,20,Heavy,2,Anytime,"[2, 5, 4, 1, 3]","[1, 4, 2, 5, 3]",Service,"AI ETA accuracy, 24/7 support, CO₂ reporting",3 misses,1.7,59.27,38.88,6,Delivery time
pharma,Abu Dhabi,Tier-2 suburban,32.07,1.87,24.08,3.98,17.04,10 am–2 pm,5,Competitor B,4.45,31.69,3.55,20.8,Van,1.32,18.12,Customs,19.67,8,-51,8.69,0,Late delivery,Yes,32.6,4.92,Both equal,1,7,71,Moderate,40,Afternoon,"[2, 1, 4, 5, 3]","[4, 3, 1, 2, 5]",Cost,"COD handling, Real-time tracking, 24/7 support",3 misses,1.48,28.54,44.95,4,On-time %
fashion,Abu Dhabi,Tier-1 urban,26.64,4.88,13.58,28.94,39.99,10 am–2 pm,3,Competitor B,6.45,36.77,3.22,21.51,Van,1.89,28.0,Traffic,48.09,2,-17,8.41,3,Damaged goods,Yes,16.06,14.49,Both equal,5,8,49,Moderate,9,Afternoon,"[5, 2, 4, 1, 3]","[1, 4, 5, 3, 2]",Cost,CO₂ reporting,3 misses,1.89,36.82,53.75,5,CSAT
e-commerce,Abu Dhabi,Tier-1 urban,18.48,2.42,14.23,13.37,26.69,6–10 am,3,Traditional 3PL,4.72,11.84,3.24,24.85,Van,1.37,4.82,Vehicle breakdown,11.57,7,59,12.01,1,Late delivery,No,18.01,7.24,Speed over cost,2,4,76,Heavy,56,Anytime,"[2, 1, 4, 3, 5]","[4, 5, 1, 3, 2]",Cost,"Real-time tracking, CO₂ reporting, 24/7 support",5 misses,2.71,16.93,15.0,2,Delivery time
fashion,Sharjah,Tier-1 urban,64.1,5.43,20.1,35.16,55.12,2–6 pm,5,Traditional 3PL,6.35,11.55,3.14,17.6,Bike,1.13,6.86,Customs,26.56,2,32,18.12,2,High cost,Yes,39.49,1.98,Speed over cost,4,9,11,Heavy,84,Morning,"[4, 2, 5, 1, 3]","[3, 1, 4, 5, 2]",Tech features,"Real-time tracking, COD handling",5 misses,0.5,33.98,13.12,4,CSAT
e-commerce,Abu Dhabi,Tier-2 suburban,41.45,2.71,27.55,34.09,10.14,10 am–2 pm,3,Competitor B,3.82,33.17,4.09,20.21,Truck,1.72,26.33,Customs,42.46,8,40,20.36,0,Late delivery,Yes,7.38,4.28,Speed over cost,1,5,25,Heavy,35,Anytime,"[2, 5, 1, 4, 3]","[2, 4, 1, 3, 5]",Reliability,"CO₂ reporting, 24/7 support, COD handling",3 misses,1.69,1.86,37.24,6,CSAT
pharma,Dubai,Tier-1 urban,35.35,2.84,29.17,51.21,23.08,10 am–2 pm,1,Competitor B,6.82,11.79,3.29,19.98,Bike,0.76,23.43,Wrong routing,25.66,10,87,40.52,0,High cost,Yes,20.2,8.77,Speed over cost,2,1,61,Moderate,88,Morning,"[3, 5, 2, 1, 4]","[2, 4, 5, 3, 1]",Speed,24/7 support,3 misses,2.47,39.71,20.08,7,Cost per delivery
fashion,Dubai,Tier-2 suburban,42.4,5.7,11.87,25.26,30.66,10 am–2 pm,3,Competitor A,7.15,16.84,3.36,18.19,Van,1.6,28.55,Vehicle breakdown,27.06,10,85,34.43,1,Late delivery,Yes,26.28,10.51,Both equal,4,2,43,Moderate,29,Anytime,"[1, 3, 5, 2, 4]","[5, 2, 3, 4, 1]",Cost,Real-time tracking,3 misses,0.5,11.9,16.71,8,CSAT
e-commerce,Dubai,Rural,38.97,4.38,19.79,19.45,35.12,10 am–2 pm,3,Traditional 3PL,7.98,24.97,3.25,12.97,Truck,1.05,23.71,Driver shortage,19.67,9,38,54.51,1,Damaged goods,No,34.85,1.56,Speed over cost,5,1,18,Moderate,18,Afternoon,"[5, 3, 4, 1, 2]","[1, 5, 3, 4, 2]",Speed,"COD handling, CO₂ reporting",After 1 miss,2.17,31.65,17.49,7,On-time %
e-commerce,Dubai,Tier-1 urban,55.13,0.82,22.77,58.38,32.71,6–10 am,2,Traditional 3PL,2.98,20.4,2.85,21.12,Van,2.31,46.43,Vehicle breakdown,53.31,3,80,4.26,2,Late delivery,No,34.11,0.72,Both equal,3,8,21,Moderate,33,Afternoon,"[4, 3, 2, 5, 1]","[1, 5, 4, 3, 2]",Reliability,COD handling,After 1 miss,2.1,11.43,32.06,8,Cost per delivery
electronics,Sharjah,Tier-1 urban,1.0,9.72,49.69,17.33,29.36,2–6 pm,1,Traditional 3PL,2.64,30.36,3.2,50.0,Truck,1.49,4.04,Traffic,18.31,6,68,29.18,1,Late delivery,No,53.91,5.03,Cost over speed,3,3,11,Moderate,20,Evening,"[5, 2, 3, 1, 4]","[1, 5, 2, 4, 3]",Speed,"24/7 support, CO₂ reporting",After 1 miss,2.68,48.74,22.27,1,On-time %
electronics,Sharjah,Tier-2 suburban,80.81,0.2,17.66,27.62,20.98,2–6 pm,1,Traditional 3PL,6.07,54.04,2.34,14.5,Truck,1.13,7.19,Vehicle breakdown,16.3,3,72,35.94,1,Late delivery,Yes,5.0,8.9,Cost over speed,3,2,29,Heavy,86,Morning,"[4, 3, 1, 2, 5]","[1, 5, 4, 2, 3]",Cost,CO₂ reporting,5 misses,1.88,17.99,28.6,7,On-time %
electronics,Dubai,Rural,7.16,0.2,25.62,4.66,33.47,10 am–2 pm,5,Traditional 3PL,7.56,15.84,2.82,28.13,Bike,0.67,13.19,Wrong routing,27.18,1,-72,31.8,1,Late delivery,Yes,37.48,8.41,Cost over speed,5,8,99,Moderate,25,Morning,"[4, 2, 3, 1, 5]","[3, 2, 4, 5, 1]",Speed,AI ETA accuracy,3 misses,2.25,28.96,34.14,6,Cost per delivery
electronics,Ras Al Khaimah,Rural,39.96,6.66,10.15,34.17,7.96,6–10 am,3,Traditional 3PL,2.25,5.68,2.87,16.29,Van,2.07,38.3,Wrong routing,23.66,6,-39,8.0,0,Late delivery,Yes,62.19,2.62,Cost over speed,1,8,60,Moderate,65,Afternoon,"[3, 4, 1, 5, 2]","[4, 2, 1, 5, 3]",Reliability,"CO₂ reporting, AI ETA accuracy, 24/7 support",5 misses,1.55,7.41,13.44,11,Cost per delivery
groceries,Abu Dhabi,Tier-1 urban,3.61,6.24,18.57,23.75,10.81,2–6 pm,1,Traditional 3PL,7.41,18.0,2.87,20.29,Van,2.27,59.73,Driver shortage,46.87,10,71,7.33,0,Late delivery,Yes,15.12,20.0,Cost over speed,5,9,59,Moderate,42,Evening,"[4, 3, 1, 5, 2]","[3, 5, 4, 1, 2]",Speed,"AI ETA accuracy, 24/7 support",3 misses,2.34,37.0,28.2,8,On-time %
pharma,Ras Al Khaimah,Tier-1 urban,10.38,13.73,21.94,40.59,15.09,6–10 am,4,Competitor B,5.14,20.21,4.01,27.83,Van,1.24,13.6,Traffic,13.31,9,-94,43.88,1,Damaged goods,No,22.05,3.19,Speed over cost,3,6,76,Heavy,24,Morning,"[4, 3, 1, 2, 5]","[1, 4, 3, 5, 2]",Speed,"COD handling, 24/7 support",3 misses,3.0,68.17,63.81,5,Cost per delivery
pharma,Sharjah,Tier-2 suburban,41.37,2.67,5.29,31.65,62.98,6–10 am,5,Traditional 3PL,9.2,7.69,3.2,16.04,Van,1.03,6.97,Traffic,28.0,2,-64,33.22,2,Damaged goods,Yes,41.82,7.92,Cost over speed,1,3,2,Moderate,61,Afternoon,"[4, 2, 5, 3, 1]","[4, 2, 3, 5, 1]",Cost,COD handling,3 misses,2.21,17.91,23.54,10,Cost per delivery
e-commerce,Sharjah,Tier-2 suburban,29.13,2.71,2.17,18.4,34.55,2–6 pm,1,Competitor A,7.48,7.87,2.77,18.85,Van,1.16,17.28,Wrong routing,75.51,1,60,34.36,3,Damaged goods,No,26.43,3.93,Speed over cost,4,9,95,Moderate,67,Morning,"[3, 5, 4, 1, 2]","[2, 5, 3, 4, 1]",Speed,"COD handling, Real-time tracking, 24/7 support",3 misses,2.66,33.27,23.39,3,Delivery time
other,Dubai,Tier-1 urban,42.12,3.85,18.28,27.43,31.06,10 am–2 pm,2,Traditional 3PL,19.72,25.78,3.73,17.46,Bike,1.88,13.78,Traffic,25.76,9,-45,37.78,0,Damaged goods,No,17.23,3.64,Speed over cost,5,4,43,Heavy,15,Evening,"[2, 5, 1, 4, 3]","[1, 3, 2, 5, 4]",Speed,AI ETA accuracy,5 misses,2.37,9.74,31.96,10,Cost per delivery
groceries,Dubai,Tier-2 suburban,10.97,3.03,28.94,26.7,27.97,6–10 am,4,Competitor A,4.79,5.0,3.42,25.79,Van,1.36,33.1,Traffic,41.7,7,-69,12.92,0,Late delivery,No,28.16,10.21,Both equal,3,6,45,Moderate,8,Anytime,"[4, 2, 5, 3, 1]","[4, 1, 2, 3, 5]",Service,AI ETA accuracy,3 misses,0.5,21.57,10.28,6,Cost per delivery
groceries,Dubai,Tier-2 suburban,30.22,1.71,18.19,50.85,40.37,6–10 pm,2,Traditional 3PL,4.06,30.3,3.38,23.33,Bike,1.1,32.16,Customs,11.01,2,-60,19.17,1,Late delivery,Yes,3.6,6.34,Both equal,5,2,44,Moderate,28,Morning,"[1, 5, 4, 3, 2]","[4, 1, 5, 2, 3]",Speed,"CO₂ reporting, AI ETA accuracy",After 1 miss,2.33,28.86,22.32,11,Delivery time
groceries,Sharjah,Tier-1 urban,33.98,12.48,12.99,19.03,14.77,10 am–2 pm,4,Traditional 3PL,5.78,9.0,3.88,21.43,Bike,4.9,23.45,Traffic,7.61,9,-31,55.39,0,Damaged goods,Yes,29.02,3.19,Both equal,1,1,90,Light,4,Morning,"[2, 1, 4, 3, 5]","[3, 4, 1, 2, 5]",Reliability,AI ETA accuracy,5 misses,1.72,48.24,49.57,11,CO₂ emissions
other,Dubai,Rural,7.62,5.44,13.57,40.93,32.21,6–10 pm,1,In-house,7.67,9.45,4.01,25.45,Van,0.5,28.31,Traffic,23.39,8,30,44.57,0,Late delivery,Yes,50.69,3.75,Cost over speed,2,3,21,Light,63,Evening,"[5, 2, 1, 4, 3]","[2, 3, 5, 4, 1]",Tech features,COD handling,3 misses,1.36,50.89,14.14,10,Delivery time
e-commerce,Sharjah,Tier-1 urban,21.05,3.03,14.58,5.64,47.73,6–10 am,1,Competitor A,4.25,19.62,3.42,11.41,Van,0.9,17.01,Traffic,46.23,5,-65,32.79,0,Late delivery,Yes,61.01,4.12,Both equal,5,6,31,Light,83,Afternoon,"[4, 5, 2, 3, 1]","[5, 3, 1, 4, 2]",Reliability,"24/7 support, Real-time tracking",After 1 miss,1.74,16.32,22.74,5,CO₂ emissions
groceries,Dubai,Tier-2 suburban,38.52,5.63,27.05,8.16,84.79,2–6 pm,1,Traditional 3PL,3.12,30.34,3.38,22.59,Bike,1.39,1.82,Wrong routing,49.04,7,9,21.6,0,Poor support,No,16.39,9.38,Speed over cost,4,3,74,Moderate,1,Evening,"[2, 5, 1, 4, 3]","[4, 2, 1, 3, 5]",Cost,Real-time tracking,5 misses,1.6,58.19,24.44,1,CSAT
groceries,Ajman,Tier-2 suburban,27.65,2.98,18.65,15.14,48.73,10 am–2 pm,1,Traditional 3PL,5.27,20.9,3.52,26.09,Van,1.22,10.79,Vehicle breakdown,24.58,7,9,28.07,1,Late delivery,Yes,30.53,10.51,Both equal,1,2,91,Moderate,22,Morning,"[3, 4, 5, 1, 2]","[2, 5, 1, 3, 4]",Cost,"AI ETA accuracy, CO₂ reporting",3 misses,1.84,22.7,2.52,8,CO₂ emissions
electronics,Dubai,Tier-1 urban,18.05,2.42,27.3,12.09,19.56,6–10 am,4,Competitor A,3.5,15.19,3.48,21.22,Van,1.28,9.26,Traffic,30.77,1,-54,15.74,1,Poor support,No,17.79,6.64,Both equal,4,7,50,Light,61,Afternoon,"[2, 3, 1, 5, 4]","[5, 2, 4, 3, 1]",Tech features,"CO₂ reporting, 24/7 support, AI ETA accuracy",After 1 miss,1.5,24.61,53.33,5,CO₂ emissions
e-commerce,Dubai,Tier-2 suburban,39.65,3.85,26.64,34.43,11.64,2–6 pm,1,Competitor A,3.33,19.84,3.31,23.03,Truck,1.46,76.08,Driver shortage,40.36,8,13,31.64,1,Poor support,Yes,45.38,13.49,Cost over speed,2,7,19,Light,65,Afternoon,"[3, 5, 1, 4, 2]","[4, 5, 1, 2, 3]",Reliability,"24/7 support, AI ETA accuracy",3 misses,2.98,26.51,29.78,9,CO₂ emissions
fashion,Dubai,Tier-2 suburban,24.86,7.4,23.55,20.3,22.91,2–6 pm,3,Traditional 3PL,4.95,29.55,2.77,19.31,Van,0.5,21.89,Traffic,39.07,1,-34,26.42,0,Poor support,Yes,12.24,3.48,Both equal,4,6,1,Light,95,Morning,"[4, 3, 1, 5, 2]","[3, 4, 5, 1, 2]",Cost,"AI ETA accuracy, COD handling, 24/7 support",5 misses,0.63,18.25,31.97,9,CSAT
other,Abu Dhabi,Rural,40.73,4.82,1.52,35.27,16.6,6–10 am,5,Competitor A,6.57,13.45,2.9,16.18,Bike,1.9,34.75,Vehicle breakdown,6.62,2,-98,54.66,1,Damaged goods,Yes,11.66,3.72,Speed over cost,2,8,54,Moderate,98,Evening,"[3, 4, 5, 1, 2]","[4, 5, 3, 2, 1]",Reliability,CO₂ reporting,3 misses,3.3,15.13,30.66,5,Cost per delivery
groceries,Dubai,Tier-1 urban,46.01,7.02,65.51,22.52,11.53,2–6 pm,2,Traditional 3PL,5.86,25.08,3.81,16.65,Van,1.68,21.77,Driver shortage,16.22,3,-89,33.64,1,Poor support,Yes,30.65,2.44,Cost over speed,1,6,64,Light,11,Evening,"[2, 4, 3, 5, 1]","[1, 2, 4, 3, 5]",Tech features,"Real-time tracking, 24/7 support, COD handling",After 1 miss,3.07,16.9,77.27,9,Cost per delivery
electronics,Sharjah,Tier-2 suburban,46.99,2.74,14.4,47.53,28.69,10 am–2 pm,5,Competitor A,6.19,27.54,2.53,18.29,Van,2.25,13.82,Vehicle breakdown,50.9,3,-3,30.22,0,Other,Yes,33.08,6.27,Both equal,2,5,63,Light,47,Afternoon,"[2, 3, 1, 5, 4]","[3, 2, 4, 5, 1]",Cost,"COD handling, Real-time tracking, CO₂ reporting",After 1 miss,2.27,25.07,37.92,4,CSAT
other,Dubai,Tier-2 suburban,37.52,4.36,8.62,45.42,9.77,2–6 pm,2,Competitor B,5.01,100.0,3.53,25.54,Van,1.31,14.04,Vehicle breakdown,24.7,9,-72,9.98,3,Late delivery,No,52.2,7.33,Cost over speed,5,5,4,Heavy,45,Evening,"[1, 5, 4, 2, 3]","[4, 5, 3, 2, 1]",Speed,AI ETA accuracy,5 misses,1.48,52.02,35.54,8,On-time %
electronics,Dubai,Tier-2 suburban,31.35,5.95,12.05,57.73,14.4,2–6 pm,3,Traditional 3PL,13.41,28.23,3.38,22.41,Van,2.25,10.43,Customs,16.92,3,90,19.6,1,Poor support,No,19.69,4.48,Cost over speed,1,6,30,Moderate,3,Morning,"[3, 4, 5, 2, 1]","[5, 1, 2, 3, 4]",Cost,"AI ETA accuracy, 24/7 support",3 misses,2.48,28.83,37.96,9,Cost per delivery
e-commerce,Ajman,Rural,34.15,1.9,12.98,54.78,14.31,6–10 am,1,Competitor A,1.0,12.58,3.31,22.63,Bike,0.5,13.7,Customs,1.05,1,45,36.53,1,Poor support,No,47.3,4.59,Both equal,5,6,14,Heavy,48,Evening,"[5, 1, 3, 2, 4]","[1, 5, 2, 3, 4]",Speed,"24/7 support, Real-time tracking",5 misses,1.34,21.8,29.22,3,Delivery time
groceries,Dubai,Tier-1 urban,61.4,0.2,22.51,33.74,19.22,6–10 am,1,Traditional 3PL,6.54,5.0,3.06,16.19,Van,3.66,15.26,Driver shortage,25.57,7,23,8.71,1,Late delivery,Yes,13.19,1.63,Speed over cost,2,6,56,Heavy,94,Morning,"[4, 1, 2, 3, 5]","[5, 2, 1, 3, 4]",Reliability,COD handling,5 misses,2.08,24.74,48.83,8,CSAT
electronics,Ras Al Khaimah,Tier-1 urban,63.25,0.38,6.69,51.65,35.19,10 am–2 pm,5,Traditional 3PL,6.76,22.99,4.23,26.94,Bike,1.34,30.17,Driver shortage,45.68,9,-12,20.82,1,Late delivery,Yes,29.33,7.41,Cost over speed,3,7,38,Moderate,98,Morning,"[1, 2, 5, 3, 4]","[1, 4, 3, 5, 2]",Speed,24/7 support,3 misses,1.59,44.04,20.61,6,CSAT
groceries,Ras Al Khaimah,Tier-2 suburban,62.26,5.74,4.66,53.48,16.32,6–10 pm,5,In-house,7.43,22.88,3.03,19.85,Van,0.73,55.57,Traffic,41.68,1,3,29.36,2,Damaged goods,No,12.29,3.62,Cost over speed,4,6,27,Heavy,51,Anytime,"[2, 5, 4, 1, 3]","[4, 1, 3, 5, 2]",Tech features,Real-time tracking,3 misses,2.16,32.89,21.47,1,Cost per delivery
electronics,Dubai,Tier-1 urban,24.88,8.47,9.5,52.15,18.33,10 am–2 pm,3,Traditional 3PL,6.93,25.33,2.51,21.73,Truck,5.0,18.52,Traffic,29.04,7,73,56.65,1,Late delivery,Yes,10.72,4.11,Both equal,4,4,70,Moderate,82,Afternoon,"[4, 1, 3, 2, 5]","[1, 4, 5, 2, 3]",Reliability,"AI ETA accuracy, CO₂ reporting, 24/7 support",3 misses,1.49,44.55,2.7,7,Delivery time
other,Dubai,Rural,44.61,1.73,20.74,21.08,4.32,2–6 pm,5,Competitor A,3.27,25.21,3.1,15.46,Van,5.0,57.93,Wrong routing,37.01,1,-52,41.79,2,Late delivery,Yes,22.1,6.53,Cost over speed,1,9,64,Moderate,6,Evening,"[1, 4, 5, 2, 3]","[1, 3, 4, 2, 5]",Tech features,AI ETA accuracy,After 1 miss,1.51,24.35,41.27,10,Cost per delivery
other,Dubai,Tier-2 suburban,38.96,1.51,5.93,36.2,14.01,6–10 am,4,Traditional 3PL,6.72,24.06,3.47,50.0,Bike,2.07,23.69,Driver shortage,30.91,6,77,26.84,2,Late delivery,Yes,22.16,4.25,Both equal,1,4,97,Heavy,48,Anytime,"[3, 4, 2, 1, 5]","[5, 3, 2, 4, 1]",Speed,CO₂ reporting,After 1 miss,1.98,18.84,26.61,6,Delivery time
groceries,Sharjah,Tier-1 urban,48.6,9.56,1.0,17.96,12.26,2–6 pm,4,Traditional 3PL,6.96,33.1,3.13,24.51,Truck,1.37,14.79,Traffic,14.68,3,-72,11.04,1,Late delivery,Yes,55.72,0.64,Both equal,2,6,85,Light,0,Evening,"[5, 3, 1, 4, 2]","[4, 5, 2, 3, 1]",Cost,COD handling,Would stay,1.0,41.99,17.18,5,CSAT
e-commerce,Abu Dhabi,Tier-2 suburban,1.0,0.2,11.39,40.08,3.82,2–6 pm,2,Competitor A,4.34,5.0,3.24,23.41,Van,1.22,3.08,Traffic,40.94,9,-11,49.36,1,Late delivery,No,16.95,5.37,Speed over cost,2,1,9,Moderate,26,Afternoon,"[2, 1, 5, 3, 4]","[5, 3, 1, 2, 4]",Cost,"Real-time tracking, CO₂ reporting, 24/7 support",5 misses,3.55,37.22,1.04,8,Cost per delivery
